#FORMAT=WebAnno TSV 3.1
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=5 Braun an Gerhard Rom , November 1835 ken h\u00E4lt sie einen Schild , der rechte Arm st\u00FCtzt sich vielleicht auf irgend einen Gegenstand auf .
1-1	0-1	5	CARD	5	_	_	
1-2	2-7	Braun	NN	Braun	*	PERauthor	
1-3	8-10	an	APPR	an	_	_	
1-4	11-18	Gerhard	NE	Gerhard	*	PERaddressee	
1-5	19-22	Rom	NE	Rom	*	PLACEfrom	
1-6	23-24	,	$,	,	*[4]	DATEletter[4]	
1-7	25-33	November	NN	November	*[4]	DATEletter[4]	
1-8	34-38	1835	CARD	@card@	*[4]	DATEletter[4]	
1-9	39-42	ken	NN	<unknown>	_	_	
1-10	43-47	hält	VVFIN	halten	_	_	
1-11	48-51	sie	PPER	sie	_	_	
1-12	52-57	einen	ART	eine	_	_	
1-13	58-64	Schild	NN	Schild	_	_	
1-14	65-66	,	$,	,	_	_	
1-15	67-70	der	ART	die	_	_	
1-16	71-77	rechte	ADJA	recht[16]|rechts[17]	_	_	
1-17	78-81	Arm	NN	Arm	_	_	
1-18	82-88	stützt	VVFIN	stützen	_	_	
1-19	89-93	sich	PRF	sich	_	_	
1-20	94-104	vielleicht	ADV	vielleicht	_	_	
1-21	105-108	auf	APPR	auf	_	_	
1-22	109-115	irgend	ADV	irgend	_	_	
1-23	116-121	einen	ART	eine	_	_	
1-24	122-132	Gegenstand	NN	Gegenstand	_	_	
1-25	133-136	auf	PTKVZ	auf	_	_	
1-26	137-138	.	$.	.	_	_	

#Text=Dieser Frau gegen\u00FCber , nach der Linken hin , befindet sich eine m\u00E4nnliche Figur , nach unten mit dem Chlamys bedeckt .
2-1	139-145	Dieser	PDAT	dies	_	_	
2-2	146-150	Frau	NN	Frau	_	_	
2-3	151-160	gegenüber	PTKVZ	gegenüber	_	_	
2-4	161-162	,	$,	,	_	_	
2-5	163-167	nach	APPR	nach	_	_	
2-6	168-171	der	ART	die	_	_	
2-7	172-178	Linken	NN	Linke	_	_	
2-8	179-182	hin	PTKVZ	hin	_	_	
2-9	183-184	,	$,	,	_	_	
2-10	185-193	befindet	VVFIN	befinden	_	_	
2-11	194-198	sich	PRF	sich	_	_	
2-12	199-203	eine	ART	eine	_	_	
2-13	204-213	männliche	ADJA	männlich	_	_	
2-14	214-219	Figur	NN	Figur	_	_	
2-15	220-221	,	$,	,	_	_	
2-16	222-226	nach	APPR	nach	_	_	
2-17	227-232	unten	ADV	unten	_	_	
2-18	233-236	mit	APPR	mit	_	_	
2-19	237-240	dem	ART	die	_	_	
2-20	241-248	Chlamys	NN	<unknown>	_	_	
2-21	249-256	bedeckt	VVPP	bedecken	_	_	
2-22	257-258	.	$.	.	_	_	

#Text=Den linken Fu\u00DF hat dieser letztere auf einen Vorsprung gestellt , auf dem Schenkel des aufgest\u00FCtzten Fu\u00DFes ruht der Arm .
3-1	259-262	Den	ART	die	_	_	
3-2	263-269	linken	ADJA	links	_	_	
3-3	270-273	Fuß	NN	Fuß	_	_	
3-4	274-277	hat	VAFIN	haben	_	_	
3-5	278-284	dieser	PDAT	dies	_	_	
3-6	285-293	letztere	ADJA	letzt	_	_	
3-7	294-297	auf	APPR	auf	_	_	
3-8	298-303	einen	ART	eine	_	_	
3-9	304-313	Vorsprung	NN	Vorsprung	_	_	
3-10	314-322	gestellt	VVPP	stellen	_	_	
3-11	323-324	,	$,	,	_	_	
3-12	325-328	auf	APPR	auf	_	_	
3-13	329-332	dem	ART	die	_	_	
3-14	333-341	Schenkel	NN	Schenkel	_	_	
3-15	342-345	des	ART	die	_	_	
