#FORMAT=WebAnno TSV 3.1
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=13 Braun an Gerhard Rom , November 1835 ren Beischrift .
1-1	0-2	13	CARD	13	_	_	
1-2	3-8	Braun	NN	Braun	*	PERauthor	
1-3	9-11	an	APPR	an	_	_	
1-4	12-19	Gerhard	NE	Gerhard	*	PERaddressee	
1-5	20-23	Rom	NE	Rom	*	PLACEfrom	
1-6	24-25	,	$,	,	*[4]	DATEletter[4]	
1-7	26-34	November	NN	November	*[4]	DATEletter[4]	
1-8	35-39	1835	CARD	@card@	*[4]	DATEletter[4]	
1-9	40-43	ren	ADJA	<unknown>	_	_	
1-10	44-54	Beischrift	NN	<unknown>	_	_	
1-11	55-56	.	$.	.	_	_	

#Text=Der K\u00F6rper des Gef\u00E4\u00DFes ist schwarz und mit einem feinen Firni\u00DF bedeckt ; die Form ist grandios und sch\u00F6n .
2-1	57-60	Der	ART	die	_	_	
2-2	61-67	Körper	NN	Körper	_	_	
2-3	68-71	des	ART	die	_	_	
2-4	72-79	Gefäßes	NN	Gefäß	*	OBJ	
2-5	80-83	ist	VAFIN	sein	_	_	
2-6	84-91	schwarz	ADJD	schwarz	_	_	
2-7	92-95	und	KON	und	_	_	
2-8	96-99	mit	APPR	mit	_	_	
2-9	100-105	einem	ART	eine	_	_	
2-10	106-112	feinen	ADJA	fein	_	_	
2-11	113-119	Firniß	NN	<unknown>	_	_	
2-12	120-127	bedeckt	VVPP	bedecken	_	_	
2-13	128-129	;	$.	\;	_	_	
2-14	130-133	die	ART	die	_	_	
2-15	134-138	Form	NN	Form	_	_	
2-16	139-142	ist	VAFIN	sein	_	_	
2-17	143-151	grandios	ADJD	grandios	_	_	
2-18	152-155	und	KON	und	_	_	
2-19	156-161	schön	ADJD	schön	_	_	
2-20	162-163	.	$.	.	_	_	

#Text=Von den anderen sch\u00F6nen Gef\u00E4\u00DFen dieser Entdeckungen f\u00FChren wir hier nur noch einen Kampf des Herkules mit dem Achelous auf .
3-1	164-167	Von	APPR	von	_	_	
3-2	168-171	den	ART	die	_	_	
3-3	172-179	anderen	PIAT	andere	_	_	
3-4	180-187	schönen	ADJA	schön	_	_	
3-5	188-195	Gefäßen	NN	Gefäß	_	_	
3-6	196-202	dieser	PDAT	dies	_	_	
3-7	203-215	Entdeckungen	NN	Entdeckung	_	_	
3-8	216-222	führen	VVFIN	fahren[39]|führen[40]	_	_	
3-9	223-226	wir	PPER	wir	_	_	
3-10	227-231	hier	ADV	hier	_	_	
3-11	232-235	nur	ADV	nur	_	_	
3-12	236-240	noch	ADV	noch	_	_	
3-13	241-246	einen	ART	eine	_	_	
3-14	247-252	Kampf	NN	Kampf	*[6]	OBJ[6]	
3-15	253-256	des	ART	die	*[6]	OBJ[6]	
