#FORMAT=WebAnno TSV 3.1
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=11 Braun an Gerhard Rom , November 1835 sen werden .
1-1	0-2	11	CARD	11	_	_	
1-2	3-8	Braun	NN	Braun	*	PERauthor	
1-3	9-11	an	APPR	an	_	_	
1-4	12-19	Gerhard	NE	Gerhard	*	PERaddressee	
1-5	20-23	Rom	NE	Rom	*	PLACEfrom	
1-6	24-25	,	$,	,	*[4]	DATEletter[4]	
1-7	26-34	November	NN	November	*[4]	DATEletter[4]	
1-8	35-39	1835	CARD	@card@	*[4]	DATEletter[4]	
1-9	40-43	sen	VVPP	<unknown>	_	_	
1-10	44-50	werden	VAFIN	werden	_	_	
1-11	51-52	.	$.	.	_	_	

#Text=Dem Namen des Tiresias ( Teresias : ) dagegen ist vorangestellt das Wort Finthial ( ) und zwar sind beide Worte von der linken zur rechten geschrieben , vielleicht zur Unterscheidung von der Inschrift des Hermes .
2-1	53-56	Dem	ART	die	_	_	
2-2	57-62	Namen	NN	Name	_	_	
2-3	63-66	des	ART	die	_	_	
2-4	67-75	Tiresias	NN	<unknown>	*	PERmentioned	
2-5	76-77	(	$(	(	_	_	
2-6	78-86	Teresias	NE	<unknown>	*	PERmentioned	
2-7	87-88	:	$.	:	_	_	
2-8	89-90	)	$(	)	_	_	
2-9	91-98	dagegen	PAV	dagegen	_	_	
2-10	99-102	ist	VAFIN	sein	_	_	
2-11	103-116	vorangestellt	VVPP	voranstellen	_	_	
2-12	117-120	das	ART	die	_	_	
2-13	121-125	Wort	NN	Wort	_	_	
2-14	126-134	Finthial	NN	<unknown>	_	_	
2-15	135-136	(	$(	(	_	_	
2-16	137-138	)	$(	)	_	_	
2-17	139-142	und	KON	und	_	_	
2-18	143-147	zwar	ADV	zwar	_	_	
2-19	148-152	sind	VAFIN	sein	_	_	
2-20	153-158	beide	PIAT	beide	_	_	
2-21	159-164	Worte	NN	Wort	_	_	
2-22	165-168	von	APPR	von	_	_	
2-23	169-172	der	ART	die	_	_	
2-24	173-179	linken	ADJA	links	_	_	
2-25	180-183	zur	APPRART	zu	_	_	
2-26	184-191	rechten	ADJA	recht[37]|rechts[38]	_	_	
2-27	192-203	geschrieben	VVPP	schreiben	_	_	
2-28	204-205	,	$,	,	_	_	
2-29	206-216	vielleicht	ADV	vielleicht	_	_	
2-30	217-220	zur	APPRART	zu	_	_	
2-31	221-235	Unterscheidung	NN	Unterscheidung	_	_	
2-32	236-239	von	APPR	von	_	_	
2-33	240-243	der	ART	die	_	_	
2-34	244-253	Inschrift	NN	Inschrift	_	_	
2-35	254-257	des	ART	die	_	_	
2-36	258-264	Hermes	NE	Hermes	*	PERmentioned	
2-37	265-266	.	$.	.	_	_	

#Text=Grf .
3-1	267-270	Grf	NE	<unknown>	_	_	
3-2	271-272	.	$.	.	_	_	

#Text=Geh .
4-1	273-276	Geh	VVIMP	gehen	_	_	
4-2	277-278	.	$.	.	_	_	

