#FORMAT=WebAnno TSV 3.1
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.LetterEntity|entity_id|value


#Text=2 Braun an Gerhard Rom , November 1835 Notizen erhalten .
1-1	0-1	2	CARD	2	_	_	
1-2	2-7	Braun	NN	Braun	*	PERauthor	
1-3	8-10	an	APPR	an	_	_	
1-4	11-18	Gerhard	NE	Gerhard	*	PERaddressee	
1-5	19-22	Rom	NE	Rom	*	PLACEfrom	
1-6	23-24	,	$,	,	*[4]	DATEletter[4]	
1-7	25-33	November	NN	November	*[4]	DATEletter[4]	
1-8	34-38	1835	CARD	@card@	*[4]	DATEletter[4]	
1-9	39-46	Notizen	NN	Notiz	_	_	
1-10	47-55	erhalten	VVPP	erhalten	_	_	
1-11	56-57	.	$.	.	_	_	

#Text=Auch er klagt \u00FCber die langsamen Fortschritte dortiger Nachsuchungen , f\u00FCgt jedoch zugleich den entschuldigenden Grund in der Andeutung der f\u00FCr \u00E4hnliche Versuche so \u00FCberaus ung\u00FCnstigen Verh\u00E4ltnisse und Umst\u00E4nde bei .
2-1	58-62	Auch	ADV	auch	_	_	
2-2	63-65	er	PPER	er	_	_	
2-3	66-71	klagt	VVFIN	klagen	_	_	
2-4	72-76	über	APPR	über	_	_	
2-5	77-80	die	ART	die	_	_	
2-6	81-90	langsamen	ADJA	langsam	_	_	
2-7	91-103	Fortschritte	NN	Fortschritt	_	_	
2-8	104-112	dortiger	ADJA	dortig	_	_	
2-9	113-126	Nachsuchungen	NN	<unknown>	_	_	
2-10	127-128	,	$,	,	_	_	
2-11	129-133	fügt	VVFIN	fügen	_	_	
2-12	134-140	jedoch	ADV	jedoch	_	_	
2-13	141-149	zugleich	ADV	zugleich	_	_	
2-14	150-153	den	ART	die	_	_	
2-15	154-170	entschuldigenden	ADJA	entschuldigend	_	_	
2-16	171-176	Grund	NN	Grund	_	_	
2-17	177-179	in	APPR	in	_	_	
2-18	180-183	der	ART	die	_	_	
2-19	184-193	Andeutung	NN	Andeutung	_	_	
2-20	194-197	der	ART	die	_	_	
2-21	198-201	für	APPR	für	_	_	
2-22	202-210	ähnliche	ADJA	ähnlich	_	_	
2-23	211-219	Versuche	NN	Versuch	_	_	
2-24	220-222	so	ADV	so	_	_	
2-25	223-230	überaus	ADV	überaus	_	_	
2-26	231-242	ungünstigen	ADJA	ungünstig	_	_	
2-27	243-255	Verhältnisse	NN	Verhältnis	_	_	
2-28	256-259	und	KON	und	_	_	
2-29	260-268	Umstände	NN	Umstand	_	_	
2-30	269-272	bei	PTKVZ	bei	_	_	
2-31	273-274	.	$.	.	_	_	

#Text=Feste Mauern , welche durch Pulver zu sprengen nicht entfernt in den Sinn kommen kann , bieten einer mehr und mehr sich verringernden Arbeiterzahl bedeutende Schwierigkeiten dar .
3-1	275-280	Feste	ADJA	fest	_	_	
3-2	281-287	Mauern	NN	Mauer	_	_	
3-3	288-289	,	$,	,	_	_	
3-4	290-296	welche	PRELS	welche	_	_	
3-5	297-302	durch	APPR	durch	_	_	
3-6	303-309	Pulver	NN	Pulver	_	_	
3-7	310-312	zu	PTKVZ	zu	_	_	
3-8	313-321	sprengen	VVFIN	sprengen	_	_	
3-9	322-327	nicht	PTKNEG	nicht	_	_	
3-10	328-336	entfernt	ADJD	entfernt	_	_	
3-11	337-339	in	APPR	in	_	_	
3-12	340-343	den	ART	die	_	_	
3-13	344-348	Sinn	NN	Sinn	_	_	
3-14	349-355	kommen	VVINF	kommen	_	_	
3-15	356-360	kann	VMFIN	können	_	_	
3-16	361-362	,	$,	,	_	_	
3-17	363-369	bieten	VVFIN	bieten	_	_	
3-18	370-375	einer	PIS	eine	_	_	
3-19	376-380	mehr	ADV	mehr	_	_	
3-20	381-384	und	KON	und	_	_	
3-21	385-389	mehr	ADV	mehr	_	_	
3-22	390-394	sich	PRF	sich	_	_	
3-23	395-408	verringernden	ADJA	verringernd	_	_	
3-24	409-421	Arbeiterzahl	NN	<unknown>	_	_	
3-25	422-432	bedeutende	ADJA	bedeutend	_	_	
3-26	433-448	Schwierigkeiten	NN	Schwierigkeit	_	_	
3-27	449-452	dar	PTKVZ	dar	_	_	
3-28	453-454	.	$.	.	_	_	

#Text=Den Eingang zu den Propyl\u00E4en durchaus frei zu machen , mu\u00DF man sich mit der Demolition der bei Laake Topographie von Athen Tav .
4-1	455-458	Den	ART	die	_	_	
4-2	459-466	Eingang	NN	Eingang	_	_	
4-3	467-469	zu	APPR	zu	_	_	
4-4	470-473	den	ART	die	_	_	
4-5	474-483	Propyläen	NN	<unknown>	*	OBJ	
4-6	484-492	durchaus	ADV	durchaus	_	_	
4-7	493-497	frei	ADJD	frei	_	_	
4-8	498-500	zu	PTKZU	zu	_	_	
4-9	501-507	machen	VVINF	machen	_	_	
4-10	508-509	,	$,	,	_	_	
4-11	510-513	muß	VMFIN	müssen	_	_	
4-12	514-517	man	PIS	man	_	_	
4-13	518-522	sich	PRF	sich	_	_	
4-14	523-526	mit	APPR	mit	_	_	
4-15	527-530	der	ART	die	_	_	
4-16	531-541	Demolition	NN	<unknown>	_	_	
4-17	542-545	der	ART	die	_	_	
4-18	546-549	bei	APPR	bei	_	_	
4-19	550-555	Laake	NN	<unknown>	*	PERmentioned	
4-20	556-567	Topographie	NN	Topographie	_	_	
4-21	568-571	von	APPR	von	_	_	
4-22	572-577	Athen	NE	Athen	_	_	
4-23	578-581	Tav	NE	<unknown>	_	_	
4-24	582-583	.	$.	.	_	_	

#Text=2 deutsche Uebersetzung angegebenen oberen Batterie abqu\u00E4len und um das Parthenon auf \u00E4hnliche Weise zu ehren , ist man mit der Hinwegschaffung des an seiner S\u00FCdost- und S\u00FCdseite aufgeh\u00E4uften Schuttes besch\u00E4ftigt .
5-1	584-585	2	CARD	2	_	_	
5-2	586-594	deutsche	ADJA	deutsch	_	_	
5-3	595-607	Uebersetzung	NN	<unknown>	_	_	
5-4	608-619	angegebenen	ADJA	angegeben	_	_	
5-5	620-626	oberen	ADJA	ober	_	_	
5-6	627-635	Batterie	NN	Batterie	_	_	
5-7	636-644	abquälen	VVINF	abquälen	_	_	
5-8	645-648	und	KON	und	_	_	
5-9	649-651	um	APPR	um	_	_	
5-10	652-655	das	ART	die	_	_	
5-11	656-665	Parthenon	NN	<unknown>	*	OBJ	
5-12	666-669	auf	APPR	auf	_	_	
5-13	670-678	ähnliche	ADJA	ähnlich	_	_	
5-14	679-684	Weise	NN	Weise	_	_	
5-15	685-687	zu	PTKZU	zu	_	_	
5-16	688-693	ehren	VVINF	ehren	_	_	
5-17	694-695	,	$,	,	_	_	
5-18	696-699	ist	VAFIN	sein	_	_	
5-19	700-703	man	PIS	man	_	_	
5-20	704-707	mit	APPR	mit	_	_	
5-21	708-711	der	ART	die	_	_	
5-22	712-727	Hinwegschaffung	NN	<unknown>	_	_	
5-23	728-731	des	ART	die	_	_	
5-24	732-734	an	APPR	an	_	_	
5-25	735-741	seiner	PPOSAT	sein	_	_	
5-26	742-749	Südost-	TRUNC	Südost-	_	_	
5-27	750-753	und	KON	und	_	_	
5-28	754-762	Südseite	NN	Südseite	_	_	
5-29	763-775	aufgehäuften	ADJA	aufgehäuft	_	_	
5-30	776-784	Schuttes	NN	<unknown>	_	_	
5-31	785-796	beschäftigt	VVPP	beschäftigen	_	_	
5-32	797-798	.	$.	.	_	_	

#Text=In der alten Mauersubstruction , auf welche die T\u00FCrken die Batterie , welche sich l\u00E4ngst des gr\u00F6\u00DFeren Theiles der Propyl\u00E4en nach Norden erstreckt ( Leake a.
6-1	799-801	In	APPR	in	_	_	
6-2	802-805	der	ART	die	_	_	
6-3	806-811	alten	ADJA	alt	_	_	
6-4	812-829	Mauersubstruction	NN	<unknown>	*	OBJ	
6-5	830-831	,	$,	,	_	_	
6-6	832-835	auf	APPR	auf	_	_	
6-7	836-842	welche	PRELS	welche	_	_	
6-8	843-846	die	ART	die	_	_	
6-9	847-853	Türken	NN	Türke	_	_	
6-10	854-857	die	ART	die	_	_	
6-11	858-866	Batterie	NN	Batterie	_	_	
6-12	867-868	,	$,	,	_	_	
6-13	869-875	welche	PRELS	welche	_	_	
6-14	876-880	sich	PRF	sich	_	_	
6-15	881-887	längst	ADV	längst	_	_	
6-16	888-891	des	ART	die	_	_	
6-17	892-900	größeren	ADJA	groß	_	_	
6-18	901-908	Theiles	NN	<unknown>	_	_	
6-19	909-912	der	ART	die	_	_	
6-20	913-922	Propyläen	NN	<unknown>	*	OBJ	
6-21	923-927	nach	APPR	nach	_	_	
6-22	928-934	Norden	NN	Norden	_	_	
6-23	935-944	erstreckt	VVFIN	erstrecken	_	_	
6-24	945-946	(	$(	(	_	_	
6-25	947-952	Leake	NN	<unknown>	*	PERmentioned	
6-26	953-955	a.	APPR	a.	_	_	

#Text=- : \u2022 O. Tav .
7-1	956-957	-	$(	-	_	_	
